Chr	Start	Stop	M_CA-TAC245-TAC245_MEC.prod-refalign	M_CA-TAC265-TAC265_MEC.prod-refalign
1	52200403	52200404	22	51
1	52200404	52200405	22	52
1	52200405	52200406	22	50
1	52200406	52200407	22	51
1	52200407	52200408	22	51
1	52200408	52200409	22	50
1	52200409	52200410	21	50
1	52200410	52200411	21	50
1	52200411	52200412	21	50
1	52200412	52200413	21	50
1	52200413	52200414	21	49
1	52200414	52200415	21	49
1	52200415	52200416	26	49
1	52200416	52200417	27	50
1	52200417	52200418	27	49
1	52200418	52200419	27	50
1	52200419	52200420	27	50
1	52200420	52200421	27	51
1	52200421	52200422	27	52
1	52200422	52200423	28	56
1	52200423	52200424	28	56
1	52200424	52200425	28	56
1	52200425	52200426	28	55
1	52200426	52200427	28	55
1	52200427	52200428	29	55
1	52200428	52200429	28	54
1	52200429	52200430	28	53
1	52200430	52200431	28	54
1	52200431	52200432	28	54
1	52200432	52200433	27	55
1	52200433	52200434	27	54
1	52200434	52200435	27	52
1	52200435	52200436	27	53
1	52200436	52200437	26	52
1	52200437	52200438	26	53
1	52200438	52200439	26	53
1	52200439	52200440	26	53
1	52200440	52200441	26	54
1	52200441	52200442	26	54
1	52200442	52200443	26	54
1	52200443	52200444	26	55
1	52200444	52200445	26	54
1	52200445	52200446	26	54
1	52200446	52200447	26	55
1	52200447	52200448	26	55
1	52200448	52200449	26	52
1	52200449	52200450	26	53
1	52200450	52200451	25	53
1	52200451	52200452	25	51
1	52200452	52200453	25	51
1	52200453	52200454	25	51
1	52200454	52200455	24	51
1	52200455	52200456	23	51
1	52200456	52200457	22	52
1	52200457	52200458	23	51
1	52200458	52200459	23	50
1	52200459	52200460	23	50
1	52200460	52200461	23	48
1	52200461	52200462	23	47
1	52200462	52200463	23	46
1	52200463	52200464	23	47
1	52200464	52200465	23	48
1	52200465	52200466	23	48
1	52200466	52200467	23	49
1	52200467	52200468	22	47
1	52200468	52200469	20	46
1	52200469	52200470	20	46
1	52200470	52200471	20	45
1	52200471	52200472	20	45
1	52200472	52200473	20	43
1	52200473	52200474	20	43
1	52200474	52200475	20	42
1	52200475	52200476	18	42
1	52200476	52200477	18	40
1	52200477	52200478	18	43
1	52200478	52200479	18	41
1	52200479	52200480	19	41
1	52200480	52200481	19	41
1	52200481	52200482	19	40
1	52200482	52200483	20	40
1	52200483	52200484	21	38
1	52200484	52200485	20	38
1	52200485	52200486	20	38
1	52200486	52200487	20	38
1	52200487	52200488	20	39
1	52200488	52200489	20	39
1	52200489	52200490	20	41
1	52200490	52200491	20	40
1	52200491	52200492	20	40
1	52200492	52200493	19	40
1	52200493	52200494	19	40
1	52200494	52200495	19	41
1	52200495	52200496	20	40
1	52200496	52200497	20	40
1	52200497	52200498	20	40
1	52200498	52200499	20	38
1	52200499	52200500	21	38
1	52200500	52200501	21	37
1	52200501	52200502	21	37
1	52200502	52200503	22	35
1	52200503	52200504	22	36
1	52200504	52200505	22	35
1	52200505	52200506	22	36
1	52200506	52200507	22	35
1	52200507	52200508	22	34
1	52200508	52200509	22	34
1	52200509	52200510	23	33
1	52200510	52200511	24	32
1	52200511	52200512	26	32
1	52200512	52200513	26	32
1	52200513	52200514	28	32
1	52200514	52200515	29	32
1	52200515	52200516	24	32
1	52200516	52200517	23	33
1	52200517	52200518	23	33
1	52200518	52200519	23	33
1	52200519	52200520	23	35
1	52200520	52200521	23	34
1	52200521	52200522	23	33
1	52200522	52200523	23	32
1	52200523	52200524	23	31
1	52200524	52200525	23	31
1	52200525	52200526	23	32
1	52200526	52200527	23	32
1	52200527	52200528	23	32
1	52200528	52200529	24	33
1	52200529	52200530	24	34
1	52200530	52200531	24	34
1	52200531	52200532	25	34
1	52200532	52200533	30	33
1	52200533	52200534	30	33
1	52200534	52200535	30	34
1	52200535	52200536	30	36
1	52200536	52200537	30	36
1	52200537	52200538	30	35
1	52200538	52200539	31	34
1	52200539	52200540	31	34
1	52200540	52200541	31	32
1	52200541	52200542	31	33
1	52200542	52200543	31	33
1	52200543	52200544	31	32
1	52200544	52200545	32	33
1	52200545	52200546	34	34
1	52200546	52200547	34	33
1	52200547	52200548	34	32
1	52200548	52200549	34	32
1	52200549	52200550	34	31
1	52200550	52200551	34	31
1	52200551	52200552	35	32
1	52200552	52200553	35	31
1	52200553	52200554	34	31
1	52200554	52200555	35	31
1	52200555	52200556	35	31
1	52200556	52200557	33	32
1	52200557	52200558	31	31
1	52200558	52200559	31	31
1	52200559	52200560	31	31
1	52200560	52200561	31	31
1	52200561	52200562	31	31
1	52200562	52200563	31	32
1	52200563	52200564	31	32
1	52200564	52200565	32	33
1	52200565	52200566	33	35
1	52200566	52200567	33	35
1	52200567	52200568	34	35
1	52200568	52200569	34	35
1	52200569	52200570	34	35
1	52200570	52200571	34	35
1	52200571	52200572	34	36
1	52200572	52200573	34	36
1	52200573	52200574	34	37
1	52200574	52200575	35	38
1	52200575	52200576	35	38
1	52200576	52200577	35	38
1	52200577	52200578	35	36
1	52200578	52200579	35	36
1	52200579	52200580	34	36
1	52200580	52200581	35	36
1	52200581	52200582	35	36
1	52200582	52200583	34	36
1	52200583	52200584	32	36
1	52200584	52200585	32	36
1	52200585	52200586	32	39
1	52200586	52200587	31	40
1	52200587	52200588	31	39
1	52200588	52200589	31	39
1	52200589	52200590	31	37
1	52200590	52200591	31	37
1	52200591	52200592	31	36
1	52200592	52200593	31	37
1	52200593	52200594	31	37
1	52200594	52200595	31	37
1	52200595	52200596	28	37
1	52200596	52200597	28	37
1	52200597	52200598	28	36
1	52200598	52200599	28	36
1	52200599	52200600	28	36
1	52200600	52200601	28	36
1	52200601	52200602	28	36
1	52200602	52200603	27	36
1	52200603	52200604	27	37
1	52200604	52200605	28	35
1	52200605	52200606	28	33
1	52200606	52200607	28	33
1	52200607	52200608	29	33
1	52200608	52200609	29	33
1	52200609	52200610	29	32
1	52200610	52200611	27	32
1	52200611	52200612	25	32
1	52200612	52200613	25	33
1	52200613	52200614	23	34
1	52200614	52200615	22	33
1	52200615	52200616	22	33
1	52200616	52200617	23	32
1	52200617	52200618	23	33
1	52200618	52200619	23	34
1	52200619	52200620	23	34
1	52200620	52200621	23	34
1	52200621	52200622	23	34
1	52200622	52200623	22	35
1	52200623	52200624	22	34
1	52200624	52200625	22	34
1	52200625	52200626	22	34
1	52200626	52200627	22	33
1	52200627	52200628	21	35
1	52200628	52200629	19	35
1	52200629	52200630	19	35
1	52200630	52200631	19	35
1	52200631	52200632	18	33
1	52200632	52200633	13	33
1	52200633	52200634	13	34
1	52200634	52200635	14	33
1	52200635	52200636	14	30
1	52200636	52200637	15	30
1	52200637	52200638	14	33
1	52200638	52200639	15	33
1	52200639	52200640	15	33
1	52200640	52200641	15	33
1	52200641	52200642	15	31
1	52200642	52200643	15	33
1	52200643	52200644	15	35
1	52200644	52200645	14	35
1	52200645	52200646	15	35
1	52200646	52200647	16	36
1	52200647	52200648	16	36
1	52200648	52200649	16	36
1	52200649	52200650	16	36
1	52200650	52200651	16	36
1	52200651	52200652	17	36
1	52200652	52200653	17	36
1	52200653	52200654	17	37
1	52200654	52200655	18	38
1	52200655	52200656	18	38
1	52200656	52200657	19	37
1	52200657	52200658	19	37
1	52200658	52200659	19	39
1	52200659	52200660	20	40
1	52200660	52200661	21	40
1	52200661	52200662	21	41
1	52200662	52200663	21	38
1	52200663	52200664	21	38
1	52200664	52200665	20	37
1	52200665	52200666	19	37
1	52200666	52200667	19	37
1	52200667	52200668	18	37
1	52200668	52200669	18	37
1	52200669	52200670	18	37
1	52200670	52200671	18	37
1	52200671	52200672	18	36
1	52200672	52200673	18	36
1	52200673	52200674	18	36
1	52200674	52200675	18	36
1	52200675	52200676	18	37
1	52200676	52200677	19	38
1	52200677	52200678	19	38
1	52200678	52200679	19	38
1	52200679	52200680	19	38
1	52200680	52200681	20	38
1	52200681	52200682	20	39
1	52200682	52200683	20	39
1	52200683	52200684	21	40
1	52200684	52200685	21	41
1	52200685	52200686	23	37
1	52200686	52200687	23	38
1	52200687	52200688	23	38
1	52200688	52200689	23	37
1	52200689	52200690	23	37
1	52200690	52200691	23	38
1	52200691	52200692	23	39
1	52200692	52200693	24	39
1	52200693	52200694	24	39
1	52200694	52200695	24	40
1	52200695	52200696	24	40
1	52200696	52200697	24	40
1	52200697	52200698	24	40
1	52200698	52200699	24	40
1	52200699	52200700	24	40
1	52200700	52200701	24	39
1	52200701	52200702	24	40
1	52200702	52200703	24	42
1	52200703	52200704	24	44
1	52200704	52200705	23	44
1	52200705	52200706	23	46
1	52200706	52200707	24	46
1	52200707	52200708	23	47
1	52200708	52200709	24	48
1	52200709	52200710	24	48
1	52200710	52200711	24	48
1	52200711	52200712	24	48
1	52200712	52200713	24	46
1	52200713	52200714	24	48
1	52200714	52200715	24	48
1	52200715	52200716	24	47
1	52200716	52200717	23	46
1	52200717	52200718	23	46
1	52200718	52200719	22	45
1	52200719	52200720	22	47
1	52200720	52200721	23	47
1	52200721	52200722	23	46
1	52200722	52200723	23	46
1	52200723	52200724	23	46
1	52200724	52200725	23	47
1	52200725	52200726	23	46
1	52200726	52200727	23	46
1	52200727	52200728	23	44
1	52200728	52200729	23	44
1	52200729	52200730	23	44
1	52200730	52200731	25	44
1	52200731	52200732	25	43
1	52200732	52200733	25	43
1	52200733	52200734	25	42
1	52200734	52200735	24	42
1	52200735	52200736	24	41
1	52200736	52200737	23	41
1	52200737	52200738	23	38
1	52200738	52200739	23	38
1	52200739	52200740	23	39
1	52200740	52200741	23	39
1	52200741	52200742	23	40
1	52200742	52200743	23	38
1	52200743	52200744	24	36
1	52200744	52200745	24	36
1	52200745	52200746	22	36
1	52200746	52200747	22	35
1	52200747	52200748	22	36
1	52200748	52200749	23	36
1	52200749	52200750	23	37
1	52200750	52200751	23	36
1	52200751	52200752	22	36
1	52200752	52200753	23	36
1	52200753	52200754	23	36
1	52200754	52200755	21	37
1	52200755	52200756	21	37
1	52200756	52200757	21	38
1	52200757	52200758	22	36
1	52200758	52200759	22	37
1	52200759	52200760	21	36
1	52200760	52200761	21	37
1	52200761	52200762	21	36
1	52200762	52200763	21	36
1	52200763	52200764	21	35
1	52200764	52200765	21	36
1	52200765	52200766	21	36
1	52200766	52200767	21	36
1	52200767	52200768	21	36
1	52200768	52200769	21	36
1	52200769	52200770	21	36
1	52200770	52200771	22	37
1	52200771	52200772	22	37
1	52200772	52200773	22	37
1	52200773	52200774	22	38
1	52200774	52200775	22	38
1	52200775	52200776	22	37
1	52200776	52200777	21	36
1	52200777	52200778	21	37
1	52200778	52200779	21	38
1	52200779	52200780	22	38
1	52200780	52200781	20	40
1	52200781	52200782	20	39
1	52200782	52200783	20	39
1	52200783	52200784	19	38
1	52200784	52200785	19	39
1	52200785	52200786	17	39
1	52200786	52200787	17	36
1	52200787	52200788	18	35
1	52200788	52200789	18	35
1	52200789	52200790	19	34
1	52200790	52200791	19	34
1	52200791	52200792	19	35
1	52200792	52200793	18	35
1	52200793	52200794	19	35
1	52200794	52200795	19	34
1	52200795	52200796	19	36
1	52200796	52200797	19	36
1	52200797	52200798	21	36
1	52200798	52200799	21	36
1	52200799	52200800	21	37
1	52200800	52200801	21	37
1	52200801	52200802	22	35
1	52200802	52200803	22	34
1	52200803	52200804	23	33
1	52200804	52200805	23	33
1	52200805	52200806	23	31
1	52200806	52200807	22	30
1	52200807	52200808	23	30
1	52200808	52200809	23	31
1	52200809	52200810	23	32
1	52200810	52200811	24	33
1	52200811	52200812	25	33
1	52200812	52200813	25	33
1	52200813	52200814	25	33
1	52200814	52200815	25	33
1	52200815	52200816	25	33
1	52200816	52200817	25	34
1	52200817	52200818	25	34
1	52200818	52200819	25	34
1	52200819	52200820	25	35
1	52200820	52200821	25	36
1	52200821	52200822	26	36
1	52200822	52200823	26	35
1	52200823	52200824	26	36
1	52200824	52200825	26	36
1	52200825	52200826	26	38
1	52200826	52200827	26	39
1	52200827	52200828	26	39
1	52200828	52200829	26	39
1	52200829	52200830	27	40
1	52200830	52200831	27	40
1	52200831	52200832	27	40
1	52200832	52200833	27	40
1	52200833	52200834	27	43
1	52200834	52200835	28	43
1	52200835	52200836	29	43
1	52200836	52200837	29	43
1	52200837	52200838	29	44
1	52200838	52200839	26	45
1	52200839	52200840	26	46
1	52200840	52200841	26	46
1	52200841	52200842	26	48
1	52200842	52200843	26	51
1	52200843	52200844	25	53
1	52200844	52200845	25	53
1	52200845	52200846	25	53
1	52200846	52200847	24	53
1	52200847	52200848	24	53
1	52200848	52200849	23	53
1	52200849	52200850	23	52
1	52200850	52200851	23	52
1	52200851	52200852	23	51
1	52200852	52200853	22	50
1	52200853	52200854	22	49
1	52200854	52200855	22	48
1	52200855	52200856	21	49
1	52200856	52200857	21	48
1	52200857	52200858	20	50
1	52200858	52200859	20	49
1	52200859	52200860	20	50
1	52200860	52200861	19	49
1	52200861	52200862	19	49
1	52200862	52200863	19	49
1	52200863	52200864	19	53
1	52200864	52200865	19	53
1	52200865	52200866	19	53
1	52200866	52200867	19	53
1	52200867	52200868	20	53
1	52200868	52200869	20	53
1	52200869	52200870	20	52
1	52200870	52200871	20	51
1	52200871	52200872	21	51
1	52200872	52200873	21	51
1	52200873	52200874	21	51
1	52200874	52200875	21	51
1	52200875	52200876	21	51
1	52200876	52200877	21	52
1	52200877	52200878	21	51
1	52200878	52200879	21	50
1	52200879	52200880	21	50
1	52200880	52200881	21	49
1	52200881	52200882	25	49
1	52200882	52200883	25	50
1	52200883	52200884	25	50
1	52200884	52200885	25	49
1	52200885	52200886	25	47
1	52200886	52200887	25	47
1	52200887	52200888	24	46
1	52200888	52200889	24	47
1	52200889	52200890	23	47
1	52200890	52200891	23	48
1	52200891	52200892	23	51
1	52200892	52200893	23	51
1	52200893	52200894	22	51
1	52200894	52200895	22	51
1	52200895	52200896	23	49
1	52200896	52200897	23	50
1	52200897	52200898	21	50
1	52200898	52200899	21	49
1	52200899	52200900	22	51
1	52200900	52200901	22	51
1	52200901	52200902	22	51
1	52200902	52200903	21	51
1	52200903	52200904	20	52
1	52200904	52200905	20	54
1	52200905	52200906	20	55
1	52200906	52200907	22	55
1	52200907	52200908	21	55
1	52200908	52200909	20	55
1	52200909	52200910	20	54
1	52200910	52200911	19	54
1	52200911	52200912	19	56
1	52200912	52200913	19	55
1	52200913	52200914	19	55
1	52200914	52200915	19	55
1	52200915	52200916	19	56
1	52200916	52200917	20	56
1	52200917	52200918	20	56
1	52200918	52200919	20	56
1	52200919	52200920	20	55
1	52200920	52200921	20	57
1	52200921	52200922	20	59
1	52200922	52200923	20	59
1	52200923	52200924	20	58
1	52200924	52200925	21	60
1	52200925	52200926	21	58
1	52200926	52200927	21	57
1	52200927	52200928	21	58
1	52200928	52200929	21	58
1	52200929	52200930	20	57
1	52200930	52200931	18	56
1	52200931	52200932	18	57
1	52200932	52200933	18	58
1	52200933	52200934	18	55
1	52200934	52200935	17	54
1	52200935	52200936	16	55
1	52200936	52200937	17	54
1	52200937	52200938	17	55
1	52200938	52200939	18	54
1	52200939	52200940	18	53
1	52200940	52200941	21	53
1	52200941	52200942	21	51
1	52200942	52200943	21	51
1	52200943	52200944	21	49
1	52200944	52200945	21	49
1	52200945	52200946	22	49
1	52200946	52200947	22	49
1	52200947	52200948	22	49
1	52200948	52200949	22	50
1	52200949	52200950	22	50
1	52200950	52200951	22	50
1	52200951	52200952	22	50
1	52200952	52200953	22	52
1	52200953	52200954	22	52
1	52200954	52200955	23	51
1	52200955	52200956	23	50
1	52200956	52200957	22	50
1	52200957	52200958	22	50
1	52200958	52200959	22	50
1	52200959	52200960	22	52
1	52200960	52200961	22	53
1	52200961	52200962	22	53
1	52200962	52200963	22	53
1	52200963	52200964	22	49
1	52200964	52200965	22	49
1	52200965	52200966	22	49
1	52200966	52200967	22	49
1	52200967	52200968	21	49
1	52200968	52200969	21	49
1	52200969	52200970	22	51
1	52200970	52200971	23	52
1	52200971	52200972	22	52
1	52200972	52200973	24	54
1	52200973	52200974	24	54
1	52200974	52200975	24	54
1	52200975	52200976	24	56
1	52200976	52200977	24	55
1	52200977	52200978	24	55
1	52200978	52200979	24	55
1	52200979	52200980	23	56
1	52200980	52200981	23	56
1	52200981	52200982	19	57
1	52200982	52200983	20	57
1	52200983	52200984	20	57
1	52200984	52200985	21	59
1	52200985	52200986	21	61
1	52200986	52200987	24	63
1	52200987	52200988	26	63
1	52200988	52200989	26	63
1	52200989	52200990	26	64
1	52200990	52200991	26	63
1	52200991	52200992	26	61
1	52200992	52200993	26	61
1	52200993	52200994	26	61
1	52200994	52200995	26	60
1	52200995	52200996	25	60
1	52200996	52200997	25	61
1	52200997	52200998	25	62
1	52200998	52200999	25	62
1	52200999	52201000	24	60
1	52201000	52201001	24	60
1	52201001	52201002	23	60
1	52201002	52201003	23	60
1	52201003	52201004	23	60
1	52201004	52201005	24	58
1	52201005	52201006	24	58
1	52201006	52201007	28	57
1	52201007	52201008	28	57
1	52201008	52201009	28	56
1	52201009	52201010	28	56
1	52201010	52201011	28	57
1	52201011	52201012	28	55
1	52201012	52201013	28	57
1	52201013	52201014	28	56
1	52201014	52201015	28	56
1	52201015	52201016	28	55
1	52201016	52201017	32	57
1	52201017	52201018	32	57
1	52201018	52201019	32	58
1	52201019	52201020	32	57
1	52201020	52201021	32	57
1	52201021	52201022	32	55
1	52201022	52201023	31	54
1	52201023	52201024	31	54
1	52201024	52201025	30	52
1	52201025	52201026	30	52
1	52201026	52201027	30	52
1	52201027	52201028	30	51
1	52201028	52201029	30	52
1	52201029	52201030	30	53
1	52201030	52201031	31	54
1	52201031	52201032	31	55
1	52201032	52201033	31	53
1	52201033	52201034	31	53
1	52201034	52201035	31	53
1	52201035	52201036	31	52
1	52201036	52201037	30	52
1	52201037	52201038	30	50
1	52201038	52201039	29	49
1	52201039	52201040	29	50
1	52201040	52201041	26	51
1	52201041	52201042	27	50
1	52201042	52201043	27	51
1	52201043	52201044	27	53
1	52201044	52201045	27	53
1	52201045	52201046	26	54
1	52201046	52201047	26	55
1	52201047	52201048	26	55
1	52201048	52201049	26	55
1	52201049	52201050	26	56
1	52201050	52201051	26	56
1	52201051	52201052	26	56
1	52201052	52201053	31	53
1	52201053	52201054	31	53
1	52201054	52201055	30	53
1	52201055	52201056	30	54
1	52201056	52201057	30	54
1	52201057	52201058	30	51
1	52201058	52201059	31	51
1	52201059	52201060	31	50
1	52201060	52201061	31	48
1	52201061	52201062	31	48
1	52201062	52201063	31	50
1	52201063	52201064	31	52
1	52201064	52201065	31	52
1	52201065	52201066	31	52
1	52201066	52201067	31	52
1	52201067	52201068	31	52
1	52201068	52201069	31	52
1	52201069	52201070	30	50
1	52201070	52201071	28	50
1	52201071	52201072	28	49
1	52201072	52201073	27	47
1	52201073	52201074	27	47
1	52201074	52201075	27	48
1	52201075	52201076	27	46
1	52201076	52201077	27	44
1	52201077	52201078	27	45
1	52201078	52201079	28	45
1	52201079	52201080	28	46
1	52201080	52201081	29	46
1	52201081	52201082	29	45
1	52201082	52201083	28	46
1	52201083	52201084	28	46
1	52201084	52201085	27	44
1	52201085	52201086	27	43
1	52201086	52201087	24	41
1	52201087	52201088	22	42
1	52201088	52201089	22	43
1	52201089	52201090	22	41
1	52201090	52201091	22	41
1	52201091	52201092	22	41
1	52201092	52201093	22	41
1	52201093	52201094	22	41
1	52201094	52201095	22	42
1	52201095	52201096	22	42
1	52201096	52201097	22	41
1	52201097	52201098	23	39
1	52201098	52201099	23	39
1	52201099	52201100	23	39
1	52201100	52201101	23	38
1	52201101	52201102	24	39
1	52201102	52201103	25	40
1	52201103	52201104	26	40
1	52201104	52201105	26	40
1	52201105	52201106	28	39
1	52201106	52201107	24	40
1	52201107	52201108	24	41
1	52201108	52201109	24	42
1	52201109	52201110	24	43
1	52201110	52201111	24	44
1	52201111	52201112	24	45
1	52201112	52201113	24	43
1	52201113	52201114	24	43
1	52201114	52201115	24	44
1	52201115	52201116	24	44
1	52201116	52201117	19	44
1	52201117	52201118	19	45
1	52201118	52201119	19	46
1	52201119	52201120	19	45
1	52201120	52201121	19	44
1	52201121	52201122	19	45
1	52201122	52201123	19	47
1	52201123	52201124	19	47
1	52201124	52201125	19	46
1	52201125	52201126	19	46
1	52201126	52201127	19	46
1	52201127	52201128	19	48
1	52201128	52201129	19	47
1	52201129	52201130	19	47
1	52201130	52201131	18	46
1	52201131	52201132	18	46
1	52201132	52201133	18	47
1	52201133	52201134	18	47
1	52201134	52201135	18	47
1	52201135	52201136	18	48
1	52201136	52201137	19	48
1	52201137	52201138	19	48
1	52201138	52201139	19	48
1	52201139	52201140	19	47
1	52201140	52201141	19	47
1	52201141	52201142	18	48
1	52201142	52201143	18	46
1	52201143	52201144	18	46
1	52201144	52201145	18	46
1	52201145	52201146	18	46
1	52201146	52201147	18	45
1	52201147	52201148	18	47
1	52201148	52201149	18	47
1	52201149	52201150	18	46
1	52201150	52201151	18	46
1	52201151	52201152	18	45
1	52201152	52201153	13	43
1	52201153	52201154	13	43
1	52201154	52201155	13	43
1	52201155	52201156	13	42
1	52201156	52201157	13	42
1	52201157	52201158	14	42
1	52201158	52201159	13	42
1	52201159	52201160	13	42
1	52201160	52201161	13	43
1	52201161	52201162	13	43
1	52201162	52201163	13	41
1	52201163	52201164	13	39
1	52201164	52201165	13	39
1	52201165	52201166	13	39
1	52201166	52201167	13	39
1	52201167	52201168	13	39
1	52201168	52201169	13	39
1	52201169	52201170	13	39
1	52201170	52201171	14	39
1	52201171	52201172	14	39
1	52201172	52201173	14	39
1	52201173	52201174	14	39
1	52201174	52201175	14	40
1	52201175	52201176	15	39
1	52201176	52201177	15	40
1	52201177	52201178	15	38
1	52201178	52201179	14	38
1	52201179	52201180	16	37
1	52201180	52201181	16	39
1	52201181	52201182	16	39
1	52201182	52201183	16	38
1	52201183	52201184	16	38
1	52201184	52201185	16	38
1	52201185	52201186	17	39
1	52201186	52201187	17	38
1	52201187	52201188	17	37
1	52201188	52201189	17	37
1	52201189	52201190	17	37
1	52201190	52201191	16	36
1	52201191	52201192	16	36
1	52201192	52201193	16	38
1	52201193	52201194	16	39
1	52201194	52201195	16	38
1	52201195	52201196	17	38
1	52201196	52201197	17	39
1	52201197	52201198	16	39
1	52201198	52201199	16	39
1	52201199	52201200	16	40
1	52201200	52201201	16	39
1	52201201	52201202	15	39
1	52201202	52201203	19	39
1	52201203	52201204	18	40
1	52201204	52201205	17	40
1	52201205	52201206	17	40
1	52201206	52201207	18	39
1	52201207	52201208	18	40
1	52201208	52201209	18	40
1	52201209	52201210	18	40
1	52201210	52201211	18	39
1	52201211	52201212	18	38
1	52201212	52201213	18	38
1	52201213	52201214	18	38
1	52201214	52201215	18	38
1	52201215	52201216	18	38
1	52201216	52201217	18	38
1	52201217	52201218	18	37
1	52201218	52201219	18	36
1	52201219	52201220	18	36
1	52201220	52201221	19	35
1	52201221	52201222	19	35
1	52201222	52201223	19	34
1	52201223	52201224	19	34
1	52201224	52201225	19	34
1	52201225	52201226	19	35
1	52201226	52201227	19	35
1	52201227	52201228	19	34
1	52201228	52201229	19	33
1	52201229	52201230	19	33
1	52201230	52201231	20	34
1	52201231	52201232	20	34
1	52201232	52201233	20	34
1	52201233	52201234	21	36
1	52201234	52201235	21	37
1	52201235	52201236	21	38
1	52201236	52201237	21	41
1	52201237	52201238	21	42
1	52201238	52201239	21	42
1	52201239	52201240	22	43
1	52201240	52201241	24	43
1	52201241	52201242	24	42
1	52201242	52201243	24	45
1	52201243	52201244	24	45
1	52201244	52201245	24	45
1	52201245	52201246	24	45
1	52201246	52201247	24	47
1	52201247	52201248	24	46
1	52201248	52201249	24	46
1	52201249	52201250	25	46
1	52201250	52201251	25	46
1	52201251	52201252	25	46
1	52201252	52201253	25	46
1	52201253	52201254	25	46
1	52201254	52201255	25	48
1	52201255	52201256	25	50
1	52201256	52201257	25	50
1	52201257	52201258	24	50
1	52201258	52201259	24	50
1	52201259	52201260	24	49
1	52201260	52201261	25	49
1	52201261	52201262	25	48
1	52201262	52201263	25	48
1	52201263	52201264	26	49
1	52201264	52201265	26	49
1	52201265	52201266	26	49
1	52201266	52201267	26	50
1	52201267	52201268	26	52
1	52201268	52201269	26	53
1	52201269	52201270	25	54
1	52201270	52201271	25	54
1	52201271	52201272	25	54
1	52201272	52201273	25	55
1	52201273	52201274	26	56
1	52201274	52201275	27	54
1	52201275	52201276	26	57
1	52201276	52201277	26	56
1	52201277	52201278	26	56
1	52201278	52201279	26	56
1	52201279	52201280	25	56
1	52201280	52201281	23	55
1	52201281	52201282	23	54
1	52201282	52201283	23	53
1	52201283	52201284	23	54
1	52201284	52201285	23	53
1	52201285	52201286	24	54
1	52201286	52201287	24	54
1	52201287	52201288	24	53
1	52201288	52201289	25	54
1	52201289	52201290	25	54
1	52201290	52201291	25	54
1	52201291	52201292	25	55
1	52201292	52201293	25	56
1	52201293	52201294	25	55
1	52201294	52201295	26	55
1	52201295	52201296	25	56
1	52201296	52201297	26	55
1	52201297	52201298	25	57
1	52201298	52201299	25	58
1	52201299	52201300	25	57
1	52201300	52201301	25	58
1	52201301	52201302	24	58
1	52201302	52201303	22	58
1	52201303	52201304	22	56
1	52201304	52201305	23	56
1	52201305	52201306	21	56
1	52201306	52201307	20	56
1	52201307	52201308	20	57
1	52201308	52201309	20	57
1	52201309	52201310	20	56
1	52201310	52201311	21	55
1	52201311	52201312	21	56
1	52201312	52201313	21	56
1	52201313	52201314	21	56
1	52201314	52201315	21	56
1	52201315	52201316	21	56
1	52201316	52201317	21	56
1	52201317	52201318	21	56
1	52201318	52201319	21	57
1	52201319	52201320	21	57
1	52201320	52201321	20	59
1	52201321	52201322	20	59
1	52201322	52201323	21	60
1	52201323	52201324	21	60
1	52201324	52201325	21	60
1	52201325	52201326	21	60
1	52201326	52201327	21	60
1	52201327	52201328	21	61
1	52201328	52201329	21	61
1	52201329	52201330	21	61
1	52201330	52201331	21	59
1	52201331	52201332	21	60
1	52201332	52201333	21	59
1	52201333	52201334	20	57
1	52201334	52201335	20	56
1	52201335	52201336	20	54
1	52201336	52201337	19	51
1	52201337	52201338	18	50
1	52201338	52201339	19	48
1	52201339	52201340	17	47
1	52201340	52201341	16	47
1	52201341	52201342	18	47
1	52201342	52201343	18	44
1	52201343	52201344	18	45
1	52201344	52201345	18	45
1	52201345	52201346	18	44
1	52201346	52201347	18	44
1	52201347	52201348	18	45
1	52201348	52201349	18	46
1	52201349	52201350	18	46
1	52201350	52201351	18	47
1	52201351	52201352	18	47
1	52201352	52201353	18	48
1	52201353	52201354	18	47
1	52201354	52201355	18	45
1	52201355	52201356	18	44
1	52201356	52201357	18	46
1	52201357	52201358	18	46
1	52201358	52201359	18	46
1	52201359	52201360	18	45
1	52201360	52201361	17	45
1	52201361	52201362	17	45
1	52201362	52201363	17	44
1	52201363	52201364	17	44
1	52201364	52201365	17	44
1	52201365	52201366	17	44
1	52201366	52201367	17	43
1	52201367	52201368	17	41
1	52201368	52201369	17	40
1	52201369	52201370	17	40
1	52201370	52201371	17	40
1	52201371	52201372	17	41
1	52201372	52201373	17	39
1	52201373	52201374	18	37
1	52201374	52201375	17	39
1	52201375	52201376	17	38
1	52201376	52201377	17	38
1	52201377	52201378	17	38
1	52201378	52201379	17	39
1	52201379	52201380	17	40
1	52201380	52201381	17	39
1	52201381	52201382	17	39
1	52201382	52201383	17	39
1	52201383	52201384	17	39
1	52201384	52201385	17	39
1	52201385	52201386	16	38
1	52201386	52201387	17	39
1	52201387	52201388	17	39
1	52201388	52201389	16	37
1	52201389	52201390	16	36
1	52201390	52201391	16	36
1	52201391	52201392	16	35
1	52201392	52201393	16	34
1	52201393	52201394	16	33
1	52201394	52201395	16	33
1	52201395	52201396	16	33
1	52201396	52201397	15	33
1	52201397	52201398	15	32
